division_alias,party_number,votes,percent
00.43.23,9,8,9.639
00.43.23,6,0,0.0
00.43.23,8,0,0.0
00.43.23,4,9,10.843
00.44.01,17,0,0.0
00.44.01,10,1,0.481
00.44.01,25,5,2.404
00.44.01,12,0,0.0
00.44.01,20,0,0.0
00.44.01,26,0,0.0
00.44.01,16,3,1.442
00.44.01,21,0,0.0
00.44.01,23,1,0.481
00.44.01,3,0,0.0
00.44.01,27,0,0.0
00.44.01,41,127,61.058
00.44.01,5,5,2.404
00.44.01,36,2,0.962
00.44.01,9,24,11.538
00.44.01,6,2,0.962
00.44.01,8,5,2.404
00.44.01,4,33,15.865
00.44.02,17,0,0.0
00.44.02,10,0,0.0
00.44.02,25,13,4.333
00.44.02,12,0,0.0
00.44.02,20,0,0.0
00.44.02,26,0,0.0
00.44.02,16,0,0.0
00.44.02,21,0,0.0
00.44.02,23,0,0.0
00.44.02,3,2,0.667
00.44.02,27,1,0.333
00.44.02,41,202,67.333
00.44.02,5,15,5.0
00.44.02,36,3,1.0
00.44.02,9,31,10.333
00.44.02,6,0,0.0
00.44.02,8,15,5.0
00.44.02,4,18,6.0
00.44.03,17,1,0.283
00.44.03,10,1,0.283
00.44.03,25,20,5.666
00.44.03,12,0,0.0
00.44.03,20,0,0.0
00.44.03,26,1,0.283
00.44.03,16,1,0.283
00.44.03,21,0,0.0
00.44.03,23,0,0.0
00.44.03,3,1,0.283
00.44.03,27,0,0.0
00.44.03,41,228,64.589
00.44.03,5,17,4.816
00.44.03,36,7,1.983
00.44.03,9,33,9.348
00.44.03,6,2,0.567
00.44.03,8,18,5.099
00.44.03,4,23,6.516
00.44.04,17,0,0.0
00.44.04,10,0,0.0
00.44.04,25,14,3.743
00.44.04,12,0,0.0
00.44.04,20,0,0.0
00.44.04,26,1,0.267
00.44.04,16,3,0.802
00.44.04,21,0,0.0
00.44.04,23,0,0.0
00.44.04,3,0,0.0
00.44.04,27,2,0.535
00.44.04,41,265,70.856
00.44.04,5,13,3.476
00.44.04,36,6,1.604
00.44.04,9,28,7.487
00.44.04,6,1,0.267
00.44.04,8,12,3.209
00.44.04,4,29,7.754
00.44.05,17,1,0.14
00.44.05,10,8,1.119
00.44.05,25,65,9.091
00.44.05,12,0,0.0
00.44.05,20,0,0.0
00.44.05,26,0,0.0
00.44.05,16,5,0.699
00.44.05,21,0,0.0
00.44.05,23,1,0.14
00.44.05,3,3,0.42
00.44.05,27,0,0.0
00.44.05,41,427,59.72
00.44.05,5,28,3.916
00.44.05,36,13,1.818
00.44.05,9,66,9.231
00.44.05,6,1,0.14
00.44.05,8,36,5.035
00.44.05,4,61,8.531
00.44.06,17,1,0.121
00.44.06,10,8,0.965
00.44.06,25,77,9.288
00.44.06,12,0,0.0
00.44.06,20,4,0.483
00.44.06,26,0,0.0
00.44.06,16,9,1.086
00.44.06,21,1,0.121
00.44.06,23,0,0.0
00.44.06,3,4,0.483
00.44.06,27,1,0.121
00.44.06,41,456,55.006
00.44.06,5,27,3.257
00.44.06,36,17,2.051
00.44.06,9,65,7.841
00.44.06,6,9,1.086
00.44.06,8,38,4.584
00.44.06,4,112,13.51
00.44.07,17,0,0.0
00.44.07,10,1,0.69
00.44.07,25,7,4.828
00.44.07,12,0,0.0
00.44.07,20,0,0.0
00.44.07,26,0,0.0
00.44.07,16,1,0.69
00.44.07,21,1,0.69
00.44.07,23,0,0.0
00.44.07,3,0,0.0
00.44.07,27,0,0.0
00.44.07,41,89,61.379
00.44.07,5,4,2.759
00.44.07,36,0,0.0
00.44.07,9,17,11.724
00.44.07,6,2,1.379
00.44.07,8,12,8.276
00.44.07,4,11,7.586
00.44.08,17,0,0.0
00.44.08,10,0,0.0
00.44.08,25,8,8.247
00.44.08,12,0,0.0
00.44.08,20,1,1.031
00.44.08,26,0,0.0
00.44.08,16,1,1.031
00.44.08,21,0,0.0
00.44.08,23,0,0.0
00.44.08,3,0,0.0
00.44.08,27,0,0.0
00.44.08,41,53,54.639
00.44.08,5,5,5.155
00.44.08,36,4,4.124
00.44.08,9,10,10.309
00.44.08,6,0,0.0
00.44.08,8,4,4.124
00.44.08,4,11,11.34
00.44.09,17,0,0.0
00.44.09,10,0,0.0
00.44.09,25,1,0.877
00.44.09,12,0,0.0
00.44.09,20,0,0.0
00.44.09,26,0,0.0
00.44.09,16,0,0.0
00.44.09,21,0,0.0
00.44.09,23,0,0.0
00.44.09,3,1,0.877
00.44.09,27,1,0.877
00.44.09,41,85,74.561
00.44.09,5,5,4.386
00.44.09,36,1,0.877
00.44.09,9,12,10.526
00.44.09,6,1,0.877
00.44.09,8,2,1.754
00.44.09,4,5,4.386
00.44.10,17,0,0.0
00.44.10,10,0,0.0
00.44.10,25,0,0.0
00.44.10,12,0,0.0
00.44.10,20,0,0.0
00.44.10,26,0,0.0
00.44.10,16,0,0.0
00.44.10,21,0,0.0
00.44.10,23,0,0.0
00.44.10,3,0,0.0
00.44.10,27,0,0.0
00.44.10,41,30,93.75
00.44.10,5,0,0.0
00.44.10,36,0,0.0
00.44.10,9,0,0.0
00.44.10,6,1,3.125
00.44.10,8,0,0.0
00.44.10,4,1,3.125
00.44.11,17,0,0.0
00.44.11,10,0,0.0
00.44.11,25,4,2.247
00.44.11,12,0,0.0
00.44.11,20,0,0.0
00.44.11,26,0,0.0
00.44.11,16,1,0.562
00.44.11,21,0,0.0
00.44.11,23,0,0.0
00.44.11,3,1,0.562
00.44.11,27,1,0.562
00.44.11,41,112,62.921
00.44.11,5,14,7.865
00.44.11,36,1,0.562
00.44.11,9,13,7.303
00.44.11,6,0,0.0
00.44.11,8,2,1.124
00.44.11,4,29,16.292
00.44.12,17,0,0.0
00.44.12,10,0,0.0
00.44.12,25,2,1.075
00.44.12,12,0,0.0
00.44.12,20,0,0.0
00.44.12,26,0,0.0
00.44.12,16,1,0.538
00.44.12,21,0,0.0
00.44.12,23,0,0.0
00.44.12,3,0,0.0
00.44.12,27,0,0.0
00.44.12,41,115,61.828
00.44.12,5,12,6.452
00.44.12,36,9,4.839
00.44.12,9,12,6.452
00.44.12,6,3,1.613
00.44.12,8,8,4.301
00.44.12,4,24,12.903
00.44.13,17,1,0.429
00.44.13,10,1,0.429
00.44.13,25,7,3.004
00.44.13,12,2,0.858
00.44.13,20,0,0.0
00.44.13,26,1,0.429
00.44.13,16,2,0.858
00.44.13,21,0,0.0
00.44.13,23,0,0.0
00.44.13,3,0,0.0
00.44.13,27,1,0.429
00.44.13,41,165,70.815
00.44.13,5,9,3.863
00.44.13,36,3,1.288
00.44.13,9,12,5.15
00.44.13,6,1,0.429
00.44.13,8,13,5.579
00.44.13,4,15,6.438
00.44.14,17,0,0.0
00.44.14,10,0,0.0
00.44.14,25,2,2.899
00.44.14,12,0,0.0
00.44.14,20,0,0.0
00.44.14,26,0,0.0
00.44.14,16,0,0.0
00.44.14,21,0,0.0
00.44.14,23,0,0.0
00.44.14,3,0,0.0
00.44.14,27,0,0.0
00.44.14,41,46,66.667
00.44.14,5,3,4.348
00.44.14,36,1,1.449
00.44.14,9,7,10.145
00.44.14,6,0,0.0
00.44.14,8,1,1.449
00.44.14,4,9,13.043
00.44.15,17,0,0.0
00.44.15,10,4,1.159
00.44.15,25,18,5.217
00.44.15,12,0,0.0
00.44.15,20,0,0.0
00.44.15,26,0,0.0
00.44.15,16,0,0.0
00.44.15,21,0,0.0
00.44.15,23,0,0.0
00.44.15,3,0,0.0
00.44.15,27,2,0.58
00.44.15,41,230,66.667
00.44.15,5,11,3.188
00.44.15,36,13,3.768
00.44.15,9,24,6.957
00.44.15,6,0,0.0
00.44.15,8,14,4.058
00.44.15,4,29,8.406
00.44.16,17,0,0.0
00.44.16,10,0,0.0
00.44.16,25,1,1.351
00.44.16,12,0,0.0
00.44.16,20,0,0.0
00.44.16,26,0,0.0
00.44.16,16,0,0.0
00.44.16,21,0,0.0
00.44.16,23,0,0.0
00.44.16,3,0,0.0
00.44.16,27,0,0.0
00.44.16,41,49,66.216
00.44.16,5,7,9.459
00.44.16,36,0,0.0
00.44.16,9,7,9.459
00.44.16,6,0,0.0
00.44.16,8,3,4.054
00.44.16,4,7,9.459
00.44.17,17,0,0.0
00.44.17,10,0,0.0
00.44.17,25,1,1.449
00.44.17,12,0,0.0
00.44.17,20,0,0.0
00.44.17,26,1,1.449
00.44.17,16,0,0.0
00.44.17,21,0,0.0
00.44.17,23,0,0.0
00.44.17,3,0,0.0
00.44.17,27,0,0.0
00.44.17,41,37,53.623
00.44.17,5,5,7.246
00.44.17,36,0,0.0
00.44.17,9,7,10.145
00.44.17,6,1,1.449
00.44.17,8,2,2.899
00.44.17,4,15,21.739
00.44.18,17,0,0.0
00.44.18,10,0,0.0
00.44.18,25,1,2.632
00.44.18,12,0,0.0
00.44.18,20,0,0.0
00.44.18,26,0,0.0
00.44.18,16,0,0.0
00.44.18,21,0,0.0
00.44.18,23,0,0.0
00.44.18,3,0,0.0
00.44.18,27,0,0.0
00.44.18,41,26,68.421
00.44.18,5,3,7.895
00.44.18,36,0,0.0
00.44.18,9,3,7.895
00.44.18,6,0,0.0
00.44.18,8,0,0.0
00.44.18,4,5,13.158
00.44.19,17,0,0.0
00.44.19,10,6,1.232
00.44.19,25,24,4.928
00.44.19,12,0,0.0
00.44.19,20,0,0.0
00.44.19,26,0,0.0
00.44.19,16,5,1.027
00.44.19,21,0,0.0
00.44.19,23,1,0.205
00.44.19,3,0,0.0
00.44.19,27,2,0.411
00.44.19,41,304,62.423
00.44.19,5,26,5.339
00.44.19,36,7,1.437
00.44.19,9,37,7.598
00.44.19,6,3,0.616
00.44.19,8,19,3.901
00.44.19,4,53,10.883
00.44.20,17,0,0.0
00.44.20,10,2,0.909
00.44.20,25,15,6.818
00.44.20,12,0,0.0
00.44.20,20,0,0.0
00.44.20,26,0,0.0
00.44.20,16,2,0.909
00.44.20,21,0,0.0
00.44.20,23,0,0.0
00.44.20,3,0,0.0
00.44.20,27,0,0.0
00.44.20,41,160,72.727
00.44.20,5,9,4.091
00.44.20,36,4,1.818
00.44.20,9,14,6.364
00.44.20,6,0,0.0
00.44.20,8,7,3.182
00.44.20,4,7,3.182
00.44.21,17,1,0.331
00.44.21,10,0,0.0
00.44.21,25,7,2.318
00.44.21,12,0,0.0
00.44.21,20,1,0.331
00.44.21,26,1,0.331
00.44.21,16,1,0.331
00.44.21,21,0,0.0
00.44.21,23,0,0.0
00.44.21,3,1,0.331
00.44.21,27,0,0.0
00.44.21,41,212,70.199
00.44.21,5,8,2.649
00.44.21,36,8,2.649
00.44.21,9,30,9.934
00.44.21,6,1,0.331
00.44.21,8,14,4.636
00.44.21,4,17,5.629
00.44.22,17,0,0.0
00.44.22,10,0,0.0
00.44.22,25,4,3.419
00.44.22,12,0,0.0
00.44.22,20,0,0.0
00.44.22,26,0,0.0
00.44.22,16,0,0.0
00.44.22,21,0,0.0
00.44.22,23,0,0.0
00.44.22,3,0,0.0
00.44.22,27,0,0.0
00.44.22,41,90,76.923
00.44.22,5,3,2.564
00.44.22,36,0,0.0
00.44.22,9,6,5.128
00.44.22,6,0,0.0
00.44.22,8,3,2.564
00.44.22,4,11,9.402
00.44.23,17,2,1.504
00.44.23,10,0,0.0
00.44.23,25,4,3.008
00.44.23,12,0,0.0
00.44.23,20,0,0.0
00.44.23,26,0,0.0
00.44.23,16,0,0.0
00.44.23,21,1,0.752
00.44.23,23,0,0.0
00.44.23,3,2,1.504
00.44.23,27,0,0.0
00.44.23,41,89,66.917
00.44.23,5,6,4.511
00.44.23,36,1,0.752
00.44.23,9,1,0.752
00.44.23,6,5,3.759
00.44.23,8,8,6.015
00.44.23,4,14,10.526
00.44.24,17,0,0.0
00.44.24,10,1,0.417
00.44.24,25,10,4.167
00.44.24,12,0,0.0
00.44.24,20,0,0.0
00.44.24,26,0,0.0
00.44.24,16,0,0.0
00.44.24,21,0,0.0
00.44.24,23,0,0.0
00.44.24,3,0,0.0
00.44.24,27,1,0.417
00.44.24,41,153,63.75
00.44.24,5,14,5.833
00.44.24,36,8,3.333
00.44.24,9,13,5.417
00.44.24,6,2,0.833
00.44.24,8,7,2.917
00.44.24,4,31,12.917
00.44.25,17,0,0.0
00.44.25,10,1,0.787
00.44.25,25,4,3.15
00.44.25,12,0,0.0
00.44.25,20,1,0.787
00.44.25,26,0,0.0
00.44.25,16,0,0.0
00.44.25,21,0,0.0
00.44.25,23,0,0.0
00.44.25,3,1,0.787
00.44.25,27,0,0.0
00.44.25,41,90,70.866
00.44.25,5,9,7.087
00.44.25,36,1,0.787
00.44.25,9,12,9.449
00.44.25,6,0,0.0
00.44.25,8,0,0.0
00.44.25,4,8,6.299
00.44.26,17,0,0.0
00.44.26,10,0,0.0
00.44.26,25,8,5.0
00.44.26,12,0,0.0
00.44.26,20,0,0.0
00.44.26,26,0,0.0
00.44.26,16,1,0.625
00.44.26,21,0,0.0
00.44.26,23,0,0.0
00.44.26,3,0,0.0
00.44.26,27,2,1.25
00.44.26,41,99,61.875
00.44.26,5,10,6.25
00.44.26,36,2,1.25
00.44.26,9,7,4.375
00.44.26,6,1,0.625
00.44.26,8,14,8.75
00.44.26,4,16,10.0
00.44.27,17,0,0.0
00.44.27,10,4,1.17
00.44.27,25,8,2.339
00.44.27,12,0,0.0
00.44.27,20,0,0.0
00.44.27,26,0,0.0
00.44.27,16,4,1.17
00.44.27,21,0,0.0
00.44.27,23,0,0.0
00.44.27,3,3,0.877
00.44.27,27,1,0.292
00.44.27,41,222,64.912
00.44.27,5,38,11.111
00.44.27,36,5,1.462
00.44.27,9,20,5.848
00.44.27,6,1,0.292
00.44.27,8,14,4.094
00.44.27,4,22,6.433
00.44.28,17,0,0.0
00.44.28,10,10,2.584
00.44.28,25,20,5.168
00.44.28,12,3,0.775
00.44.28,20,0,0.0
00.44.28,26,0,0.0
00.44.28,16,0,0.0
00.44.28,21,0,0.0
00.44.28,23,0,0.0
00.44.28,3,1,0.258
00.44.28,27,1,0.258
00.44.28,41,219,56.589
00.44.28,5,36,9.302
00.44.28,36,5,1.292
00.44.28,9,49,12.661
00.44.28,6,3,0.775
00.44.28,8,11,2.842
00.44.28,4,29,7.494
00.44.29,17,0,0.0
00.44.29,10,0,0.0
00.44.29,25,15,7.538
00.44.29,12,0,0.0
00.44.29,20,0,0.0
00.44.29,26,0,0.0
00.44.29,16,1,0.503
00.44.29,21,0,0.0
00.44.29,23,0,0.0
00.44.29,3,0,0.0
00.44.29,27,1,0.503
00.44.29,41,109,54.774
00.44.29,5,16,8.04
00.44.29,36,3,1.508
00.44.29,9,24,12.06
00.44.29,6,1,0.503
00.44.29,8,2,1.005
00.44.29,4,27,13.568
00.44.30,17,0,0.0
00.44.30,10,1,0.403
00.44.30,25,21,8.468
00.44.30,12,0,0.0
00.44.30,20,0,0.0
00.44.30,26,0,0.0
00.44.30,16,0,0.0
00.44.30,21,0,0.0
00.44.30,23,0,0.0
00.44.30,3,1,0.403
00.44.30,27,0,0.0
00.44.30,41,179,72.177
00.44.30,5,10,4.032
00.44.30,36,4,1.613
00.44.30,9,12,4.839
00.44.30,6,0,0.0
00.44.30,8,4,1.613
00.44.30,4,16,6.452
00.44.31,17,0,0.0
00.44.31,10,1,0.51
00.44.31,25,13,6.633
00.44.31,12,0,0.0
00.44.31,20,0,0.0
00.44.31,26,0,0.0
00.44.31,16,0,0.0
00.44.31,21,0,0.0
00.44.31,23,0,0.0
00.44.31,3,1,0.51
00.44.31,27,0,0.0
00.44.31,41,124,63.265
00.44.31,5,16,8.163
00.44.31,36,3,1.531
00.44.31,9,19,9.694
00.44.31,6,1,0.51
00.44.31,8,5,2.551
00.44.31,4,13,6.633
00.44.32,17,0,0.0
00.44.32,10,2,0.746
00.44.32,25,9,3.358
00.44.32,12,0,0.0
00.44.32,20,0,0.0
00.44.32,26,0,0.0
00.44.32,16,1,0.373
00.44.32,21,0,0.0
00.44.32,23,0,0.0
00.44.32,3,0,0.0
00.44.32,27,2,0.746
00.44.32,41,181,67.537
00.44.32,5,26,9.701
00.44.32,36,3,1.119
00.44.32,9,15,5.597
00.44.32,6,1,0.373
00.44.32,8,12,4.478
00.44.32,4,16,5.97
00.44.33,17,1,0.746
00.44.33,10,0,0.0
00.44.33,25,0,0.0
00.44.33,12,0,0.0
00.44.33,20,0,0.0
00.44.33,26,0,0.0
00.44.33,16,0,0.0
00.44.33,21,1,0.746
00.44.33,23,0,0.0
00.44.33,3,0,0.0
00.44.33,27,0,0.0
00.44.33,41,86,64.179
00.44.33,5,12,8.955
00.44.33,36,1,0.746
00.44.33,9,10,7.463
00.44.33,6,1,0.746
00.44.33,8,4,2.985
00.44.33,4,18,13.433
00.44.34,17,0,0.0
00.44.34,10,0,0.0
00.44.34,25,0,0.0
00.44.34,12,0,0.0
00.44.34,20,0,0.0
00.44.34,26,0,0.0
00.44.34,16,0,0.0
00.44.34,21,0,0.0
00.44.34,23,0,0.0
00.44.34,3,0,0.0
00.44.34,27,0,0.0
00.44.34,41,61,64.211
00.44.34,5,4,4.211
00.44.34,36,0,0.0
00.44.34,9,12,12.632
00.44.34,6,1,1.053
00.44.34,8,5,5.263
00.44.34,4,12,12.632
00.44.35,17,0,0.0
00.44.35,10,0,0.0
00.44.35,25,2,2.857
00.44.35,12,0,0.0
00.44.35,20,0,0.0
00.44.35,26,0,0.0
00.44.35,16,0,0.0
00.44.35,21,0,0.0
00.44.35,23,0,0.0
00.44.35,3,0,0.0
00.44.35,27,0,0.0
00.44.35,41,48,68.571
00.44.35,5,1,1.429
00.44.35,36,1,1.429
00.44.35,9,10,14.286
00.44.35,6,0,0.0
00.44.35,8,2,2.857
00.44.35,4,6,8.571
00.44.36,17,0,0.0
00.44.36,10,0,0.0
00.44.36,25,1,1.923
00.44.36,12,0,0.0
00.44.36,20,0,0.0
00.44.36,26,0,0.0
00.44.36,16,0,0.0
00.44.36,21,0,0.0
00.44.36,23,0,0.0
00.44.36,3,0,0.0
00.44.36,27,0,0.0
00.44.36,41,26,50.0
00.44.36,5,5,9.615
00.44.36,36,0,0.0
00.44.36,9,11,21.154
00.44.36,6,0,0.0
00.44.36,8,2,3.846
00.44.36,4,7,13.462
00.45.01,17,2,0.451
00.45.01,10,3,0.677
00.45.01,25,31,6.998
00.45.01,12,1,0.226
00.45.01,20,1,0.226
00.45.01,26,0,0.0
00.45.01,16,0,0.0
00.45.01,21,0,0.0
00.45.01,23,0,0.0
00.45.01,3,1,0.226
00.45.01,27,1,0.226
00.45.01,41,276,62.302
00.45.01,5,20,4.515
00.45.01,36,11,2.483
00.45.01,9,52,11.738
00.45.01,6,1,0.226
00.45.01,8,9,2.032
00.45.01,4,34,7.675
00.45.02,17,1,0.581
00.45.02,10,3,1.744
00.45.02,25,9,5.233
00.45.02,12,0,0.0
00.45.02,20,0,0.0
00.45.02,26,0,0.0
00.45.02,16,0,0.0
00.45.02,21,0,0.0
00.45.02,23,0,0.0
00.45.02,3,0,0.0
00.45.02,27,0,0.0
00.45.02,41,102,59.302
00.45.02,5,21,12.209
00.45.02,36,1,0.581
00.45.02,9,18,10.465
00.45.02,6,1,0.581
00.45.02,8,2,1.163
00.45.02,4,14,8.14
00.45.03,17,0,0.0
00.45.03,10,0,0.0
00.45.03,25,5,3.937
00.45.03,12,0,0.0
00.45.03,20,0,0.0
00.45.03,26,0,0.0
00.45.03,16,0,0.0
00.45.03,21,0,0.0
00.45.03,23,0,0.0
00.45.03,3,0,0.0
00.45.03,27,1,0.787
00.45.03,41,79,62.205
00.45.03,5,13,10.236
00.45.03,36,0,0.0
00.45.03,9,13,10.236
00.45.03,6,0,0.0
00.45.03,8,7,5.512
00.45.03,4,9,7.087
00.45.04,17,0,0.0
00.45.04,10,2,1.316
00.45.04,25,2,1.316
00.45.04,12,0,0.0
00.45.04,20,0,0.0
00.45.04,26,0,0.0
00.45.04,16,1,0.658
00.45.04,21,0,0.0
00.45.04,23,0,0.0
00.45.04,3,0,0.0
00.45.04,27,0,0.0
00.45.04,41,112,73.684
00.45.04,5,8,5.263
00.45.04,36,1,0.658
00.45.04,9,15,9.868
00.45.04,6,0,0.0
00.45.04,8,2,1.316
00.45.04,4,9,5.921
00.45.05,17,0,0.0
00.45.05,10,0,0.0
00.45.05,25,10,5.556
00.45.05,12,0,0.0
00.45.05,20,0,0.0
00.45.05,26,0,0.0
00.45.05,16,1,0.556
00.45.05,21,0,0.0
00.45.05,23,0,0.0
00.45.05,3,1,0.556
00.45.05,27,1,0.556
00.45.05,41,114,63.333
00.45.05,5,5,2.778
00.45.05,36,1,0.556
00.45.05,9,36,20.0
00.45.05,6,0,0.0
00.45.05,8,4,2.222
00.45.05,4,7,3.889
00.45.06,17,0,0.0
00.45.06,10,1,0.352
00.45.06,25,8,2.817
00.45.06,12,0,0.0
00.45.06,20,1,0.352
00.45.06,26,0,0.0
00.45.06,16,3,1.056
00.45.06,21,0,0.0
00.45.06,23,0,0.0
00.45.06,3,1,0.352
00.45.06,27,0,0.0
00.45.06,41,204,71.831
00.45.06,5,20,7.042
00.45.06,36,3,1.056
00.45.06,9,18,6.338
00.45.06,6,0,0.0
00.45.06,8,11,3.873
00.45.06,4,14,4.93
00.45.07,17,0,0.0
00.45.07,10,0,0.0
00.45.07,25,4,5.97
00.45.07,12,0,0.0
00.45.07,20,0,0.0
00.45.07,26,0,0.0
00.45.07,16,1,1.493
00.45.07,21,0,0.0
00.45.07,23,0,0.0
00.45.07,3,1,1.493
00.45.07,27,0,0.0
00.45.07,41,34,50.746
00.45.07,5,10,14.925
00.45.07,36,0,0.0
00.45.07,9,7,10.448
00.45.07,6,0,0.0
00.45.07,8,0,0.0
00.45.07,4,10,14.925
00.45.08,17,0,0.0
00.45.08,10,0,0.0
00.45.08,25,12,6.977
00.45.08,12,0,0.0
00.45.08,20,0,0.0
00.45.08,26,0,0.0
00.45.08,16,2,1.163
00.45.08,21,0,0.0
00.45.08,23,0,0.0
00.45.08,3,1,0.581
00.45.08,27,0,0.0
00.45.08,41,130,75.581
00.45.08,5,7,4.07
00.45.08,36,0,0.0
00.45.08,9,11,6.395
00.45.08,6,1,0.581
00.45.08,8,4,2.326
00.45.08,4,4,2.326
00.45.09,17,1,2.273
00.45.09,10,0,0.0
00.45.09,25,3,6.818
00.45.09,12,0,0.0
00.45.09,20,0,0.0
00.45.09,26,0,0.0
00.45.09,16,0,0.0
00.45.09,21,0,0.0
00.45.09,23,0,0.0
00.45.09,3,0,0.0
00.45.09,27,0,0.0
00.45.09,41,28,63.636
00.45.09,5,3,6.818
00.45.09,36,0,0.0
00.45.09,9,5,11.364
00.45.09,6,1,2.273
00.45.09,8,2,4.545
00.45.09,4,1,2.273
00.45.10,17,0,0.0
00.45.10,10,0,0.0
00.45.10,25,4,4.819
00.45.10,12,0,0.0
00.45.10,20,0,0.0
00.45.10,26,0,0.0
00.45.10,16,0,0.0
00.45.10,21,0,0.0
00.45.10,23,0,0.0
00.45.10,3,0,0.0
00.45.10,27,0,0.0
00.45.10,41,52,62.651
00.45.10,5,16,19.277
00.45.10,36,0,0.0
00.45.10,9,8,9.639
00.45.10,6,0,0.0
00.45.10,8,1,1.205
00.45.10,4,2,2.41
00.45.11,17,0,0.0
00.45.11,10,1,0.485
00.45.11,25,8,3.883
00.45.11,12,0,0.0
00.45.11,20,1,0.485
00.45.11,26,0,0.0
00.45.11,16,0,0.0
00.45.11,21,0,0.0
00.45.11,23,0,0.0
00.45.11,3,1,0.485
00.45.11,27,0,0.0
00.45.11,41,143,69.417
00.45.11,5,12,5.825
00.45.11,36,0,0.0
00.45.11,9,20,9.709
00.45.11,6,3,1.456
00.45.11,8,4,1.942
00.45.11,4,13,6.311
00.45.12,17,0,0.0
00.45.12,10,1,0.694
00.45.12,25,6,4.167
00.45.12,12,0,0.0
00.45.12,20,0,0.0
00.45.12,26,0,0.0
00.45.12,16,0,0.0
00.45.12,21,0,0.0
00.45.12,23,0,0.0
00.45.12,3,0,0.0
00.45.12,27,0,0.0
00.45.12,41,82,56.944
00.45.12,5,4,2.778
00.45.12,36,1,0.694
00.45.12,9,9,6.25
00.45.12,6,0,0.0
00.45.12,8,1,0.694
00.45.12,4,40,27.778
00.45.13,17,0,0.0
00.45.13,10,0,0.0
00.45.13,25,4,2.857
00.45.13,12,0,0.0
00.45.13,20,0,0.0
00.45.13,26,0,0.0
00.45.13,16,0,0.0
00.45.13,21,0,0.0
00.45.13,23,0,0.0
00.45.13,3,0,0.0
00.45.13,27,0,0.0
00.45.13,41,87,62.143
00.45.13,5,5,3.571
00.45.13,36,1,0.714
00.45.13,9,31,22.143
00.45.13,6,0,0.0
00.45.13,8,4,2.857
00.45.13,4,8,5.714
00.45.14,17,0,0.0
00.45.14,10,0,0.0
00.45.14,25,5,4.31
00.45.14,12,0,0.0
00.45.14,20,0,0.0
00.45.14,26,0,0.0
00.45.14,16,0,0.0
00.45.14,21,0,0.0
00.45.14,23,0,0.0
00.45.14,3,0,0.0
00.45.14,27,0,0.0
00.45.14,41,70,60.345
00.45.14,5,12,10.345
00.45.14,36,0,0.0
00.45.14,9,13,11.207
00.45.14,6,1,0.862
00.45.14,8,0,0.0
00.45.14,4,15,12.931
00.45.15,17,0,0.0
00.45.15,10,0,0.0
00.45.15,25,3,4.054
00.45.15,12,0,0.0
00.45.15,20,0,0.0
00.45.15,26,0,0.0
00.45.15,16,0,0.0
00.45.15,21,0,0.0
00.45.15,23,0,0.0
00.45.15,3,0,0.0
00.45.15,27,0,0.0
00.45.15,41,53,71.622
00.45.15,5,1,1.351
00.45.15,36,1,1.351
00.45.15,9,14,18.919
00.45.15,6,0,0.0
00.45.15,8,0,0.0
00.45.15,4,2,2.703
00.45.16,17,1,0.617
00.45.16,10,0,0.0
00.45.16,25,4,2.469
00.45.16,12,0,0.0
00.45.16,20,0,0.0
00.45.16,26,0,0.0
00.45.16,16,1,0.617
00.45.16,21,0,0.0
00.45.16,23,0,0.0
00.45.16,3,0,0.0
00.45.16,27,1,0.617
00.45.16,41,91,56.173
00.45.16,5,16,9.877
00.45.16,36,0,0.0
00.45.16,9,28,17.284
00.45.16,6,1,0.617
00.45.16,8,3,1.852
00.45.16,4,16,9.877
00.45.17,17,0,0.0
00.45.17,10,7,3.256
00.45.17,25,7,3.256
00.45.17,12,1,0.465
00.45.17,20,0,0.0
00.45.17,26,0,0.0
00.45.17,16,1,0.465
00.45.17,21,1,0.465
00.45.17,23,0,0.0
00.45.17,3,3,1.395
00.45.17,27,1,0.465
00.45.17,41,122,56.744
00.45.17,5,19,8.837
00.45.17,36,3,1.395
00.45.17,9,16,7.442
00.45.17,6,3,1.395
00.45.17,8,9,4.186
00.45.17,4,22,10.233
00.45.18,17,0,0.0
00.45.18,10,5,1.279
00.45.18,25,17,4.348
00.45.18,12,1,0.256
00.45.18,20,3,0.767
00.45.18,26,1,0.256
00.45.18,16,1,0.256
00.45.18,21,0,0.0
00.45.18,23,0,0.0
00.45.18,3,0,0.0
00.45.18,27,0,0.0
00.45.18,41,254,64.962
00.45.18,5,44,11.253
00.45.18,36,6,1.535
00.45.18,9,31,7.928
00.45.18,6,3,0.767
00.45.18,8,4,1.023
00.45.18,4,21,5.371
00.45.19,17,0,0.0
00.45.19,10,0,0.0
00.45.19,25,3,5.0
00.45.19,12,0,0.0
00.45.19,20,0,0.0
00.45.19,26,0,0.0
00.45.19,16,1,1.667
00.45.19,21,0,0.0
00.45.19,23,0,0.0
00.45.19,3,0,0.0
00.45.19,27,0,0.0
00.45.19,41,34,56.667
00.45.19,5,7,11.667
00.45.19,36,1,1.667
00.45.19,9,8,13.333
00.45.19,6,1,1.667
00.45.19,8,0,0.0
00.45.19,4,5,8.333
00.45.20,17,0,0.0
00.45.20,10,2,0.704
00.45.20,25,18,6.338
00.45.20,12,0,0.0
