division_alias,party_number,votes,percent
00.79.40,4,95,9.824
00.79.41,17,1,0.107
00.79.41,10,8,0.858
00.79.41,25,85,9.12
00.79.41,12,1,0.107
00.79.41,20,3,0.322
00.79.41,26,0,0.0
00.79.41,16,6,0.644
00.79.41,21,2,0.215
00.79.41,23,7,0.751
00.79.41,3,5,0.536
00.79.41,27,1,0.107
00.79.41,41,444,47.639
00.79.41,5,140,15.021
00.79.41,36,17,1.824
00.79.41,9,84,9.013
00.79.41,6,1,0.107
00.79.41,8,12,1.288
00.79.41,4,115,12.339
00.79.42,17,3,0.28
00.79.42,10,2,0.187
00.79.42,25,137,12.792
00.79.42,12,2,0.187
00.79.42,20,1,0.093
00.79.42,26,0,0.0
00.79.42,16,8,0.747
00.79.42,21,1,0.093
00.79.42,23,6,0.56
00.79.42,3,1,0.093
00.79.42,27,0,0.0
00.79.42,41,522,48.739
00.79.42,5,173,16.153
00.79.42,36,19,1.774
00.79.42,9,83,7.75
00.79.42,6,8,0.747
00.79.42,8,12,1.12
00.79.42,4,93,8.683
00.79.43,17,3,0.201
00.79.43,10,5,0.334
00.79.43,25,159,10.628
00.79.43,12,2,0.134
00.79.43,20,3,0.201
00.79.43,26,1,0.067
00.79.43,16,13,0.869
00.79.43,21,4,0.267
00.79.43,23,0,0.0
00.79.43,3,2,0.134
00.79.43,27,4,0.267
00.79.43,41,729,48.73
00.79.43,5,219,14.639
00.79.43,36,40,2.674
00.79.43,9,122,8.155
00.79.43,6,3,0.201
00.79.43,8,26,1.738
00.79.43,4,161,10.762
00.79.44,17,2,0.213
00.79.44,10,1,0.106
00.79.44,25,92,9.777
00.79.44,12,1,0.106
00.79.44,20,6,0.638
00.79.44,26,0,0.0
00.79.44,16,6,0.638
00.79.44,21,2,0.213
00.79.44,23,8,0.85
00.79.44,3,4,0.425
00.79.44,27,2,0.213
00.79.44,41,450,47.821
00.79.44,5,154,16.366
00.79.44,36,30,3.188
00.79.44,9,57,6.057
00.79.44,6,5,0.531
00.79.44,8,11,1.169
00.79.44,4,110,11.69
00.79.45,17,2,0.189
00.79.45,10,5,0.472
00.79.45,25,137,12.937
00.79.45,12,2,0.189
00.79.45,20,4,0.378
00.79.45,26,1,0.094
00.79.45,16,9,0.85
00.79.45,21,1,0.094
00.79.45,23,3,0.283
00.79.45,3,3,0.283
00.79.45,27,1,0.094
00.79.45,41,559,52.786
00.79.45,5,118,11.143
00.79.45,36,22,2.077
00.79.45,9,77,7.271
00.79.45,6,2,0.189
00.79.45,8,16,1.511
00.79.45,4,97,9.16
00.79.46,17,3,0.247
00.79.46,10,4,0.329
00.79.46,25,145,11.915
00.79.46,12,4,0.329
00.79.46,20,5,0.411
00.79.46,26,2,0.164
00.79.46,16,5,0.411
00.79.46,21,1,0.082
00.79.46,23,2,0.164
00.79.46,3,4,0.329
00.79.46,27,7,0.575
00.79.46,41,474,38.948
00.79.46,5,196,16.105
00.79.46,36,32,2.629
00.79.46,9,117,9.614
00.79.46,6,9,0.74
00.79.46,8,12,0.986
00.79.46,4,195,16.023
00.79.47,17,3,0.294
00.79.47,10,2,0.196
00.79.47,25,118,11.569
00.79.47,12,1,0.098
00.79.47,20,1,0.098
00.79.47,26,1,0.098
00.79.47,16,11,1.078
00.79.47,21,0,0.0
00.79.47,23,1,0.098
00.79.47,3,2,0.196
00.79.47,27,4,0.392
00.79.47,41,459,45.0
00.79.47,5,136,13.333
00.79.47,36,21,2.059
00.79.47,9,87,8.529
00.79.47,6,4,0.392
00.79.47,8,9,0.882
00.79.47,4,160,15.686
00.79.48,17,1,0.095
00.79.48,10,5,0.476
00.79.48,25,135,12.845
00.79.48,12,2,0.19
00.79.48,20,4,0.381
00.79.48,26,1,0.095
00.79.48,16,7,0.666
00.79.48,21,1,0.095
00.79.48,23,6,0.571
00.79.48,3,4,0.381
00.79.48,27,1,0.095
00.79.48,41,492,46.813
00.79.48,5,133,12.655
00.79.48,36,36,3.425
00.79.48,9,72,6.851
00.79.48,6,8,0.761
00.79.48,8,11,1.047
00.79.48,4,132,12.559
00.79.49,17,0,0.0
00.79.49,10,3,0.252
00.79.49,25,128,10.765
00.79.49,12,0,0.0
00.79.49,20,6,0.505
00.79.49,26,0,0.0
00.79.49,16,9,0.757
00.79.49,21,1,0.084
00.79.49,23,6,0.505
00.79.49,3,2,0.168
00.79.49,27,1,0.084
00.79.49,41,600,50.463
00.79.49,5,191,16.064
00.79.49,36,19,1.598
00.79.49,9,85,7.149
00.79.49,6,6,0.505
00.79.49,8,12,1.009
00.79.49,4,120,10.093
00.79.50,17,2,0.157
00.79.50,10,7,0.548
00.79.50,25,142,11.12
00.79.50,12,4,0.313
00.79.50,20,2,0.157
00.79.50,26,0,0.0
00.79.50,16,6,0.47
00.79.50,21,2,0.157
00.79.50,23,1,0.078
00.79.50,3,0,0.0
00.79.50,27,2,0.157
00.79.50,41,621,48.63
00.79.50,5,129,10.102
00.79.50,36,46,3.602
00.79.50,9,114,8.927
00.79.50,6,7,0.548
00.79.50,8,18,1.41
00.79.50,4,174,13.626
00.79.51,17,1,0.063
00.79.51,10,5,0.316
00.79.51,25,196,12.389
00.79.51,12,2,0.126
00.79.51,20,5,0.316
00.79.51,26,0,0.0
00.79.51,16,8,0.506
00.79.51,21,4,0.253
00.79.51,23,2,0.126
00.79.51,3,4,0.253
00.79.51,27,4,0.253
00.79.51,41,742,46.903
00.79.51,5,185,11.694
00.79.51,36,53,3.35
00.79.51,9,138,8.723
00.79.51,6,8,0.506
00.79.51,8,17,1.075
00.79.51,4,208,13.148
00.79.52,17,1,0.121
00.79.52,10,0,0.0
00.79.52,25,68,8.242
00.79.52,12,1,0.121
00.79.52,20,1,0.121
00.79.52,26,0,0.0
00.79.52,16,4,0.485
00.79.52,21,0,0.0
00.79.52,23,1,0.121
00.79.52,3,2,0.242
00.79.52,27,2,0.242
00.79.52,41,475,57.576
00.79.52,5,125,15.152
00.79.52,36,15,1.818
00.79.52,9,46,5.576
00.79.52,6,2,0.242
00.79.52,8,14,1.697
00.79.52,4,68,8.242
00.79.53,17,0,0.0
00.79.53,10,7,0.789
00.79.53,25,113,12.74
00.79.53,12,1,0.113
00.79.53,20,1,0.113
00.79.53,26,0,0.0
00.79.53,16,7,0.789
00.79.53,21,0,0.0
00.79.53,23,0,0.0
00.79.53,3,4,0.451
00.79.53,27,1,0.113
00.79.53,41,520,58.625
00.79.53,5,92,10.372
00.79.53,36,19,2.142
00.79.53,9,43,4.848
00.79.53,6,3,0.338
00.79.53,8,8,0.902
00.79.53,4,68,7.666
00.79.54,17,3,0.302
00.79.54,10,0,0.0
00.79.54,25,78,7.839
00.79.54,12,1,0.101
00.79.54,20,4,0.402
00.79.54,26,0,0.0
00.79.54,16,6,0.603
00.79.54,21,0,0.0
00.79.54,23,3,0.302
00.79.54,3,2,0.201
00.79.54,27,1,0.101
00.79.54,41,604,60.704
00.79.54,5,120,12.06
00.79.54,36,15,1.508
00.79.54,9,70,7.035
00.79.54,6,2,0.201
00.79.54,8,18,1.809
00.79.54,4,68,6.834
00.79.55,17,0,0.0
00.79.55,10,0,0.0
00.79.55,25,92,11.206
00.79.55,12,2,0.244
00.79.55,20,2,0.244
00.79.55,26,0,0.0
00.79.55,16,7,0.853
00.79.55,21,3,0.365
00.79.55,23,13,1.583
00.79.55,3,3,0.365
00.79.55,27,2,0.244
00.79.55,41,404,49.208
00.79.55,5,105,12.789
00.79.55,36,16,1.949
00.79.55,9,39,4.75
00.79.55,6,6,0.731
00.79.55,8,18,2.192
00.79.55,4,109,13.276
00.79.56,17,3,0.352
00.79.56,10,1,0.117
00.79.56,25,110,12.896
00.79.56,12,2,0.234
00.79.56,20,4,0.469
00.79.56,26,1,0.117
00.79.56,16,6,0.703
00.79.56,21,5,0.586
00.79.56,23,4,0.469
00.79.56,3,1,0.117
00.79.56,27,2,0.234
00.79.56,41,421,49.355
00.79.56,5,140,16.413
00.79.56,36,23,2.696
00.79.56,9,66,7.737
00.79.56,6,0,0.0
00.79.56,8,13,1.524
00.79.56,4,51,5.979
00.79.57,17,0,0.0
00.79.57,10,3,0.307
00.79.57,25,90,9.212
00.79.57,12,1,0.102
00.79.57,20,1,0.102
00.79.57,26,1,0.102
00.79.57,16,9,0.921
00.79.57,21,0,0.0
00.79.57,23,3,0.307
00.79.57,3,2,0.205
00.79.57,27,1,0.102
00.79.57,41,559,57.216
00.79.57,5,171,17.503
00.79.57,36,17,1.74
00.79.57,9,38,3.889
00.79.57,6,3,0.307
00.79.57,8,7,0.716
00.79.57,4,71,7.267
00.79.58,17,4,0.549
00.79.58,10,2,0.274
00.79.58,25,84,11.523
00.79.58,12,2,0.274
00.79.58,20,7,0.96
00.79.58,26,0,0.0
00.79.58,16,6,0.823
00.79.58,21,2,0.274
00.79.58,23,4,0.549
00.79.58,3,1,0.137
00.79.58,27,1,0.137
00.79.58,41,360,49.383
00.79.58,5,119,16.324
00.79.58,36,12,1.646
00.79.58,9,45,6.173
00.79.58,6,5,0.686
00.79.58,8,9,1.235
00.79.58,4,66,9.053
00.79.59,17,1,0.115
00.79.59,10,1,0.115
00.79.59,25,125,14.318
00.79.59,12,2,0.229
00.79.59,20,2,0.229
00.79.59,26,2,0.229
00.79.59,16,7,0.802
00.79.59,21,0,0.0
00.79.59,23,3,0.344
00.79.59,3,2,0.229
00.79.59,27,13,1.489
00.79.59,41,412,47.194
00.79.59,5,174,19.931
00.79.59,36,13,1.489
00.79.59,9,61,6.987
00.79.59,6,2,0.229
00.79.59,8,3,0.344
00.79.59,4,50,5.727
00.79.60,17,1,0.109
00.79.60,10,2,0.217
00.79.60,25,88,9.555
00.79.60,12,1,0.109
00.79.60,20,3,0.326
00.79.60,26,0,0.0
00.79.60,16,1,0.109
00.79.60,21,0,0.0
00.79.60,23,0,0.0
00.79.60,3,1,0.109
00.79.60,27,1,0.109
00.79.60,41,516,56.026
00.79.60,5,140,15.201
00.79.60,36,21,2.28
00.79.60,9,66,7.166
00.79.60,6,1,0.109
00.79.60,8,17,1.846
00.79.60,4,62,6.732
00.79.61,17,3,0.471
00.79.61,10,3,0.471
00.79.61,25,74,11.617
00.79.61,12,0,0.0
00.79.61,20,1,0.157
00.79.61,26,1,0.157
00.79.61,16,6,0.942
00.79.61,21,1,0.157
00.79.61,23,0,0.0
00.79.61,3,4,0.628
00.79.61,27,2,0.314
00.79.61,41,387,60.754
00.79.61,5,70,10.989
00.79.61,36,4,0.628
00.79.61,9,26,4.082
00.79.61,6,2,0.314
00.79.61,8,7,1.099
00.79.61,4,46,7.221
00.79.62,17,0,0.0
00.79.62,10,1,0.107
00.79.62,25,82,8.77
00.79.62,12,3,0.321
00.79.62,20,3,0.321
00.79.62,26,1,0.107
00.79.62,16,0,0.0
00.79.62,21,0,0.0
00.79.62,23,1,0.107
00.79.62,3,3,0.321
00.79.62,27,0,0.0
00.79.62,41,529,56.578
00.79.62,5,193,20.642
00.79.62,36,7,0.749
00.79.62,9,34,3.636
00.79.62,6,4,0.428
00.79.62,8,5,0.535
00.79.62,4,69,7.38
00.79.63,17,1,0.113
00.79.63,10,2,0.227
00.79.63,25,82,9.297
00.79.63,12,2,0.227
00.79.63,20,5,0.567
00.79.63,26,0,0.0
00.79.63,16,7,0.794
00.79.63,21,3,0.34
00.79.63,23,0,0.0
00.79.63,3,7,0.794
00.79.63,27,2,0.227
00.79.63,41,563,63.832
00.79.63,5,83,9.41
00.79.63,36,18,2.041
00.79.63,9,40,4.535
00.79.63,6,2,0.227
00.79.63,8,11,1.247
00.79.63,4,54,6.122
00.79.64,17,4,0.564
00.79.64,10,4,0.564
00.79.64,25,7,0.987
00.79.64,12,0,0.0
00.79.64,20,1,0.141
00.79.64,26,0,0.0
00.79.64,16,6,0.846
00.79.64,21,2,0.282
00.79.64,23,2,0.282
00.79.64,3,4,0.564
00.79.64,27,0,0.0
00.79.64,41,403,56.841
00.79.64,5,96,13.54
00.79.64,36,10,1.41
00.79.64,9,62,8.745
00.79.64,6,7,0.987
00.79.64,8,10,1.41
00.79.64,4,91,12.835
00.79.65,17,0,0.0
00.79.65,10,1,0.192
00.79.65,25,60,11.516
00.79.65,12,1,0.192
00.79.65,20,1,0.192
00.79.65,26,0,0.0
00.79.65,16,2,0.384
00.79.65,21,1,0.192
00.79.65,23,2,0.384
00.79.65,3,0,0.0
00.79.65,27,1,0.192
00.79.65,41,322,61.804
00.79.65,5,63,12.092
00.79.65,36,10,1.919
00.79.65,9,25,4.798
00.79.65,6,1,0.192
00.79.65,8,5,0.96
00.79.65,4,26,4.99
00.79.66,17,4,0.253
00.79.66,10,4,0.253
00.79.66,25,155,9.792
00.79.66,12,6,0.379
00.79.66,20,7,0.442
00.79.66,26,1,0.063
00.79.66,16,7,0.442
00.79.66,21,2,0.126
00.79.66,23,5,0.316
00.79.66,3,0,0.0
00.79.66,27,6,0.379
00.79.66,41,838,52.937
00.79.66,5,288,18.193
00.79.66,36,23,1.453
00.79.66,9,84,5.306
00.79.66,6,4,0.253
00.79.66,8,22,1.39
00.79.66,4,127,8.023
00.79.67,17,2,0.198
00.79.67,10,7,0.693
00.79.67,25,131,12.97
00.79.67,12,2,0.198
00.79.67,20,0,0.0
00.79.67,26,0,0.0
00.79.67,16,5,0.495
00.79.67,21,1,0.099
00.79.67,23,1,0.099
00.79.67,3,1,0.099
00.79.67,27,1,0.099
00.79.67,41,477,47.228
00.79.67,5,93,9.208
00.79.67,36,37,3.663
00.79.67,9,98,9.703
00.79.67,6,2,0.198
00.79.67,8,11,1.089
00.79.67,4,141,13.96
00.79.68,17,1,0.099
00.79.68,10,4,0.398
00.79.68,25,120,11.928
00.79.68,12,3,0.298
00.79.68,20,1,0.099
00.79.68,26,0,0.0
00.79.68,16,2,0.199
00.79.68,21,0,0.0
00.79.68,23,1,0.099
00.79.68,3,1,0.099
00.79.68,27,3,0.298
00.79.68,41,479,47.614
00.79.68,5,117,11.63
00.79.68,36,34,3.38
00.79.68,9,86,8.549
00.79.68,6,4,0.398
00.79.68,8,14,1.392
00.79.68,4,136,13.519
00.79.69,17,0,0.0
00.79.69,10,1,0.095
00.79.69,25,134,12.786
00.79.69,12,0,0.0
00.79.69,20,1,0.095
00.79.69,26,0,0.0
00.79.69,16,9,0.859
00.79.69,21,0,0.0
00.79.69,23,1,0.095
00.79.69,3,0,0.0
00.79.69,27,0,0.0
00.79.69,41,537,51.24
00.79.69,5,99,9.447
00.79.69,36,34,3.244
00.79.69,9,86,8.206
00.79.69,6,8,0.763
00.79.69,8,15,1.431
00.79.69,4,123,11.737
00.79.70,17,1,0.095
00.79.70,10,2,0.189
00.79.70,25,138,13.043
00.79.70,12,0,0.0
00.79.70,20,8,0.756
00.79.70,26,0,0.0
00.79.70,16,6,0.567
00.79.70,21,1,0.095
00.79.70,23,0,0.0
00.79.70,3,1,0.095
00.79.70,27,1,0.095
00.79.70,41,510,48.204
00.79.70,5,110,10.397
00.79.70,36,36,3.403
00.79.70,9,81,7.656
00.79.70,6,3,0.284
00.79.70,8,23,2.174
00.79.70,4,137,12.949
00.79.71,17,0,0.0
00.79.71,10,7,0.699
00.79.71,25,119,11.888
00.79.71,12,1,0.1
00.79.71,20,5,0.5
00.79.71,26,0,0.0
00.79.71,16,7,0.699
00.79.71,21,1,0.1
00.79.71,23,0,0.0
00.79.71,3,2,0.2
00.79.71,27,1,0.1
00.79.71,41,446,44.555
00.79.71,5,133,13.287
00.79.71,36,27,2.697
00.79.71,9,63,6.294
00.79.71,6,8,0.799
00.79.71,8,15,1.499
00.79.71,4,166,16.583
00.79.72,17,2,0.243
00.79.72,10,4,0.486
00.79.72,25,74,8.991
00.79.72,12,2,0.243
00.79.72,20,4,0.486
00.79.72,26,0,0.0
00.79.72,16,3,0.365
00.79.72,21,1,0.122
00.79.72,23,3,0.365
00.79.72,3,1,0.122
00.79.72,27,0,0.0
00.79.72,41,375,45.565
00.79.72,5,116,14.095
00.79.72,36,27,3.281
00.79.72,9,72,8.748
00.79.72,6,3,0.365
00.79.72,8,13,1.58
00.79.72,4,123,14.945
00.79.73,17,2,0.211
00.79.73,10,4,0.422
00.79.73,25,123,12.975
00.79.73,12,2,0.211
00.79.73,20,3,0.316
00.79.73,26,0,0.0
00.79.73,16,4,0.422
00.79.73,21,0,0.0
00.79.73,23,0,0.0
00.79.73,3,2,0.211
00.79.73,27,0,0.0
00.79.73,41,413,43.565
00.79.73,5,129,13.608
00.79.73,36,28,2.954
00.79.73,9,93,9.81
00.79.73,6,3,0.316
00.79.73,8,6,0.633
00.79.73,4,136,14.346
00.79.74,17,1,0.119
00.79.74,10,6,0.713
00.79.74,25,114,13.555
00.79.74,12,0,0.0
00.79.74,20,2,0.238
00.79.74,26,0,0.0
00.79.74,16,6,0.713
00.79.74,21,1,0.119
00.79.74,23,3,0.357
00.79.74,3,1,0.119
00.79.74,27,1,0.119
00.79.74,41,397,47.206
00.79.74,5,100,11.891
00.79.74,36,22,2.616
00.79.74,9,74,8.799
00.79.74,6,2,0.238
00.79.74,8,8,0.951
00.79.74,4,103,12.247
00.79.75,17,2,0.213
00.79.75,10,5,0.531
00.79.75,25,105,11.158
00.79.75,12,3,0.319
00.79.75,20,0,0.0
00.79.75,26,1,0.106
00.79.75,16,5,0.531
00.79.75,21,0,0.0
00.79.75,23,3,0.319
00.79.75,3,3,0.319
00.79.75,27,1,0.106
00.79.75,41,411,43.677
00.79.75,5,95,10.096
00.79.75,36,24,2.55
00.79.75,9,93,9.883
00.79.75,6,3,0.319
00.79.75,8,22,2.338
00.79.75,4,165,17.535
00.79.76,17,3,0.33
00.79.76,10,5,0.549
00.79.76,25,98,10.769
00.79.76,12,2,0.22
00.79.76,20,1,0.11
00.79.76,26,0,0.0
00.79.76,16,9,0.989
00.79.76,21,2,0.22
00.79.76,23,2,0.22
00.79.76,3,0,0.0
00.79.76,27,4,0.44
00.79.76,41,446,49.011
00.79.76,5,130,14.286
00.79.76,36,19,2.088
00.79.76,9,63,6.923
00.79.76,6,5,0.549
00.79.76,8,5,0.549
00.79.76,4,116,12.747
00.79.77,17,0,0.0
00.79.77,10,3,0.287
00.79.77,25,125,11.95
00.79.77,12,1,0.096
00.79.77,20,2,0.191
00.79.77,26,0,0.0
00.79.77,16,10,0.956
00.79.77,21,1,0.096
00.79.77,23,4,0.382
00.79.77,3,4,0.382
00.79.77,27,1,0.096
00.79.77,41,502,47.992
00.79.77,5,127,12.141
00.79.77,36,31,2.964
00.79.77,9,67,6.405
00.79.77,6,5,0.478
00.79.77,8,17,1.625
00.79.77,4,146,13.958
00.79.78,17,0,0.0
00.79.78,10,6,0.812
00.79.78,25,93,12.585
00.79.78,12,2,0.271
00.79.78,20,0,0.0
00.79.78,26,0,0.0
00.79.78,16,1,0.135
00.79.78,21,1,0.135
00.79.78,23,2,0.271
00.79.78,3,0,0.0
00.79.78,27,6,0.812
00.79.78,41,386,52.233
00.79.78,5,75,10.149
00.79.78,36,13,1.759
00.79.78,9,54,7.307
00.79.78,6,2,0.271
00.79.78,8,15,2.03
00.79.78,4,83,11.231
00.79.79,17,1,0.15
00.79.79,10,0,0.0
00.79.79,25,36,5.389
00.79.79,12,0,0.0
00.79.79,20,4,0.599
00.79.79,26,2,0.299
00.79.79,16,4,0.599
00.79.79,21,0,0.0
00.79.79,23,0,0.0
00.79.79,3,2,0.299
00.79.79,27,0,0.0
00.79.79,41,378,56.587
00.79.79,5,81,12.126
00.79.79,36,14,2.096
00.79.79,9,45,6.737
00.79.79,6,3,0.449
00.79.79,8,13,1.946
00.79.79,4,85,12.725
00.79.80,17,2,0.244
00.79.80,10,6,0.733
00.79.80,25,90,11.002
00.79.80,12,1,0.122
00.79.80,20,1,0.122
00.79.80,26,0,0.0
00.79.80,16,11,1.345
00.79.80,21,1,0.122
00.79.80,23,2,0.244
00.79.80,3,0,0.0
00.79.80,27,1,0.122
00.79.80,41,349,42.665
00.79.80,5,108,13.203
00.79.80,36,38,4.645
00.79.80,9,77,9.413
00.79.80,6,1,0.122
00.79.80,8,7,0.856
00.79.80,4,123,15.037
00.79.81,17,2,0.263
00.79.81,10,4,0.526
00.79.81,25,73,9.593
00.79.81,12,0,0.0
00.79.81,20,1,0.131
00.79.81,26,0,0.0
00.79.81,16,9,1.183
00.79.81,21,0,0.0
00.79.81,23,1,0.131
00.79.81,3,0,0.0
00.79.81,27,2,0.263
00.79.81,41,414,54.402
00.79.81,5,126,16.557
00.79.81,36,9,1.183
00.79.81,9,34,4.468
00.79.81,6,2,0.263
00.79.81,8,4,0.526
00.79.81,4,80,10.512
00.79.82,17,2,0.227
00.79.82,10,2,0.227
00.79.82,25,95,10.795
00.79.82,12,1,0.114
00.79.82,20,0,0.0
00.79.82,26,2,0.227
00.79.82,16,7,0.795
00.79.82,21,3,0.341
00.79.82,23,6,0.682
00.79.82,3,1,0.114
00.79.82,27,2,0.227
00.79.82,41,434,49.318
00.79.82,5,159,18.068
00.79.82,36,16,1.818
00.79.82,9,45,5.114
00.79.82,6,5,0.568
00.79.82,8,21,2.386
00.79.82,4,79,8.977
00.79.83,17,0,0.0
00.79.83,10,1,0.151
00.79.83,25,77,11.649
00.79.83,12,1,0.151
00.79.83,20,2,0.303
00.79.83,26,0,0.0
00.79.83,16,4,0.605
00.79.83,21,0,0.0
00.79.83,23,3,0.454
00.79.83,3,0,0.0
00.79.83,27,1,0.151
00.79.83,41,367,55.522
00.79.83,5,74,11.195
00.79.83,36,16,2.421
00.79.83,9,41,6.203
00.79.83,6,3,0.454
00.79.83,8,14,2.118
00.79.83,4,57,8.623
00.79.84,17,1,0.107
00.79.84,10,3,0.32
00.79.84,25,100,10.661
00.79.84,12,4,0.426
00.79.84,20,5,0.533
00.79.84,26,1,0.107
00.79.84,16,2,0.213
00.79.84,21,4,0.426
00.79.84,23,2,0.213
00.79.84,3,3,0.32
00.79.84,27,5,0.533
00.79.84,41,550,58.635
00.79.84,5,117,12.473
00.79.84,36,15,1.599
00.79.84,9,33,3.518
00.79.84,6,6,0.64
00.79.84,8,12,1.279
00.79.84,4,75,7.996
00.79.85,17,2,0.18
00.79.85,10,6,0.539
00.79.85,25,102,9.164
00.79.85,12,0,0.0
00.79.85,20,3,0.27
00.79.85,26,1,0.09
00.79.85,16,3,0.27
00.79.85,21,4,0.359
00.79.85,23,2,0.18
00.79.85,3,4,0.359
00.79.85,27,0,0.0
00.79.85,41,614,55.166
00.79.85,5,175,15.723
00.79.85,36,23,2.066
00.79.85,9,67,6.02
00.79.85,6,8,0.719
00.79.85,8,6,0.539
00.79.85,4,93,8.356
00.79.86,17,0,0.0
00.79.86,10,1,0.093
00.79.86,25,88,8.201
00.79.86,12,0,0.0
00.79.86,20,4,0.373
00.79.86,26,0,0.0
00.79.86,16,3,0.28
00.79.86,21,1,0.093
00.79.86,23,1,0.093
00.79.86,3,1,0.093
00.79.86,27,2,0.186
00.79.86,41,671,62.535
00.79.86,5,144,13.42
00.79.86,36,5,0.466
00.79.86,9,81,7.549
00.79.86,6,8,0.746
00.79.86,8,3,0.28
00.79.86,4,60,5.592
00.79.87,17,1,0.1
00.79.87,10,1,0.1
00.79.87,25,120,12.012
00.79.87,12,1,0.1
00.79.87,20,4,0.4
00.79.87,26,0,0.0
00.79.87,16,5,0.501
00.79.87,21,4,0.4
00.79.87,23,3,0.3
00.79.87,3,1,0.1
00.79.87,27,2,0.2
00.79.87,41,535,53.554
00.79.87,5,143,14.314
00.79.87,36,12,1.201
00.79.87,9,56,5.606
00.79.87,6,7,0.701
00.79.87,8,14,1.401
00.79.87,4,90,9.009
00.79.88,17,1,0.137
00.79.88,10,2,0.274
00.79.88,25,53,7.25
00.79.88,12,1,0.137
00.79.88,20,1,0.137
00.79.88,26,0,0.0
00.79.88,16,1,0.137
00.79.88,21,0,0.0
00.79.88,23,0,0.0
00.79.88,3,2,0.274
00.79.88,27,1,0.137
00.79.88,41,480,65.663
00.79.88,5,68,9.302
00.79.88,36,15,2.052
00.79.88,9,49,6.703
00.79.88,6,1,0.137
00.79.88,8,13,1.778
00.79.88,4,43,5.882
00.79.89,17,1,0.056
00.79.89,10,4,0.224
00.79.89,25,82,4.586
00.79.89,12,2,0.112
00.79.89,20,2,0.112
00.79.89,26,1,0.056
00.79.89,16,6,0.336
00.79.89,21,2,0.112
00.79.89,23,7,0.391
00.79.89,3,4,0.224
00.79.89,27,3,0.168
00.79.89,41,1328,74.273
00.79.89,5,208,11.633
00.79.89,36,8,0.447
00.79.89,9,39,2.181
00.79.89,6,8,0.447
00.79.89,8,10,0.559
00.79.89,4,73,4.083
00.79.90,17,0,0.0
00.79.90,10,0,0.0
00.79.90,25,3,6.0
00.79.90,12,0,0.0
00.79.90,20,0,0.0
00.79.90,26,0,0.0
00.79.90,16,0,0.0
00.79.90,21,0,0.0
00.79.90,23,0,0.0
00.79.90,3,0,0.0
00.79.90,27,0,0.0
00.79.90,41,41,82.0
00.79.90,5,4,8.0
00.79.90,36,2,4.0
00.79.90,9,0,0.0
00.79.90,6,0,0.0
00.79.90,8,0,0.0
00.79.90,4,0,0.0
00.80.01,17,1,0.099
00.80.01,10,2,0.198
00.80.01,25,50,4.96
00.80.01,12,2,0.198
00.80.01,20,1,0.099
00.80.01,26,0,0.0
00.80.01,16,2,0.198
00.80.01,21,1,0.099
00.80.01,23,2,0.198
00.80.01,3,3,0.298
00.80.01,27,3,0.298
00.80.01,41,637,63.194
00.80.01,5,146,14.484
00.80.01,36,16,1.587
00.80.01,9,81,8.036
00.80.01,6,3,0.298
00.80.01,8,7,0.694
00.80.01,4,51,5.06
00.80.02,17,0,0.0
00.80.02,10,0,0.0
00.80.02,25,37,5.763
00.80.02,12,0,0.0
00.80.02,20,2,0.312
00.80.02,26,1,0.156
00.80.02,16,0,0.0
00.80.02,21,1,0.156
00.80.02,23,1,0.156
00.80.02,3,3,0.467
00.80.02,27,2,0.312
00.80.02,41,424,66.044
00.80.02,5,86,13.396
00.80.02,36,4,0.623
00.80.02,9,28,4.361
00.80.02,6,3,0.467
00.80.02,8,8,1.246
00.80.02,4,42,6.542
00.80.03,17,0,0.0
00.80.03,10,0,0.0
00.80.03,25,9,3.782
00.80.03,12,0,0.0
00.80.03,20,0,0.0
00.80.03,26,0,0.0
00.80.03,16,0,0.0
00.80.03,21,0,0.0
00.80.03,23,0,0.0
00.80.03,3,0,0.0
00.80.03,27,1,0.42
00.80.03,41,166,69.748
00.80.03,5,28,11.765
00.80.03,36,1,0.42
00.80.03,9,24,10.084
00.80.03,6,1,0.42
00.80.03,8,0,0.0
00.80.03,4,8,3.361
00.80.04,17,0,0.0
00.80.04,10,2,0.521
00.80.04,25,19,4.948
00.80.04,12,1,0.26
00.80.04,20,0,0.0
00.80.04,26,0,0.0
00.80.04,16,1,0.26
00.80.04,21,0,0.0
00.80.04,23,0,0.0
00.80.04,3,0,0.0
00.80.04,27,0,0.0
00.80.04,41,268,69.792
00.80.04,5,43,11.198
00.80.04,36,2,0.521
00.80.04,9,17,4.427
00.80.04,6,3,0.781
00.80.04,8,7,1.823
00.80.04,4,21,5.469
00.80.05,17,0,0.0
00.80.05,10,0,0.0
00.80.05,25,11,5.5
00.80.05,12,0,0.0
00.80.05,20,1,0.5
00.80.05,26,0,0.0
00.80.05,16,0,0.0
00.80.05,21,0,0.0
00.80.05,23,0,0.0
00.80.05,3,0,0.0
00.80.05,27,0,0.0
00.80.05,41,145,72.5
00.80.05,5,24,12.0
00.80.05,36,1,0.5
00.80.05,9,16,8.0
00.80.05,6,0,0.0
00.80.05,8,0,0.0
00.80.05,4,2,1.0
00.80.06,17,0,0.0
00.80.06,10,0,0.0
00.80.06,25,16,5.461
00.80.06,12,0,0.0
00.80.06,20,0,0.0
00.80.06,26,2,0.683
00.80.06,16,0,0.0
